lat,lng,name,max_buses,url
37.835241,-122.282535,"AC Transit Division 2",200,""
37.934682,-122.350367,"AC Transit Division 3",200,""
37.760910,-122.204446,"AC Transit Division 4",200,""
37.655602,-122.130200,"AC Transit Division 6",200,""

