lat,lng,name,max_buses,url
36.208755,-115.181624,"RTC Integrated Bus Maintenance Facility (IBMF); 2751 Simmons, North Las Vegas, Nevada 89030",9999,"http://www.ngvjournal.com/s1-news/c4-stations/las-vegas-transit-buses-will-refuel-at-nations-largest-single-cng-station/"
36.069673,-115.212186,"Sunset Maintenance Facility (SMF); 5165 West Sunset Road, Las Vegas, Nevada 89118",9999,"http://www.ngvjournal.com/s1-news/c4-stations/las-vegas-transit-buses-will-refuel-at-nations-largest-single-cng-station/"
